domain,model,temperature,method,k,method_detail,dataset_tag,batch_size,isl,osl,evidence_state,source_kind,source_file,clean_status_match,row_count,label_or_job_examples
SWE,Qwen/Qwen3-235B-A22B,,eagle3,3,eagle3_k3,full | full_osl32k_qwen235b_eagle3_k3,16,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-235B-A22B,,eagle3,3,eagle3_k3,verified | verified_osl32k_qwen235b_eagle3_k3,16,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-235B-A22B,,eagle3,3,eagle3_k3,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260612,32,4096,32768,final,metrics,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_metrics_20260612.csv,yes_row,1,full_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-235B-A22B,,eagle3,3,eagle3_k3,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k3_20260612,32,4096,32768,final,metrics,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_metrics_20260612.csv,yes_row,1,verified_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-235B-A22B,,eagle3,3,eagle3_k3,full | full_osl32k_qwen235b_eagle3_k3,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,full_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-235B-A22B,,eagle3,3,eagle3_k3,verified | verified_osl32k_qwen235b_eagle3_k3,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,verified_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-235B-A22B,,eagle3,3,eagle3_k3,full | full_osl32k_qwen235b_eagle3_k3,32,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-235B-A22B,,eagle3,3,eagle3_k3,verified | verified_osl32k_qwen235b_eagle3_k3,32,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl32k_qwen235b_eagle3_k3
SWE,Qwen/Qwen3-235B-A22B,,eagle3,9,eagle3_k9,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k9_20260613,2,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,yes_source_batch_only,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3,9,eagle3_k9,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_eagle3_offset0_n2_isl4096_osl32768_bs2_k9_20260613,2,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,yes_source_batch_only,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,yes_source_batch_only,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,yes_source_batch_only,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3,9,eagle3_k9,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k9_20260613,4,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3,9,eagle3_k9,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_eagle3_offset0_n4_isl4096_osl32768_bs4_k9_20260613,4,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,4,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,4,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3,9,eagle3_k9,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k9_20260613,8,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3,9,eagle3_k9,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_eagle3_offset0_n8_isl4096_osl32768_bs8_k9_20260613,8,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,8,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,8,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3,9,eagle3_k9,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k9_20260613,16,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3,9,eagle3_k9,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs16_eagle3_offset0_n16_isl4096_osl32768_bs16_k9_20260613,16,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,16,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,16,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3,9,eagle3_k9,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k9_20260613,32,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3,9,eagle3_k9,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs32_eagle3_offset0_n32_isl4096_osl32768_bs32_k9_20260613,32,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,32,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,32,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,full | full_osl32k_qwen235b_eagle3_k9,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,full_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,eagle3_k9,9,eagle3_k9,verified | verified_osl32k_qwen235b_eagle3_k9,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,verified_osl32k_qwen235b_eagle3_k9
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,qwen235b_n1_isl4096_osl65536_pard2_native_k1,1,4096,65536,failed,status,docs/lyris_qwen235b_suffix_status_20260612.csv,no,1,qwen235b_n1_isl4096_osl65536_pard2_native_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swev_osl32k_nativepard2_pilot_lyris_tp4_fp8kv_pard2_offset0_n2_isl4096_osl32768_bs1_k1_20260611,1,4096,32768,final,metrics,docs/lyris_qwen235b_suffix_metrics_20260612.csv,no,1,qwen235b_n2_isl4096_osl32768_pard2_native_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,qwen235b_n1_isl4096_osl65536_pard2_native_k1,1,4096,65536,manifest-only,manifest,docs/lyris_qwen235b_suffix_manifest_20260612.csv,no,1,qwen235b_n1_isl4096_osl65536_pard2_native_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,qwen235b_n2_isl4096_osl32768_pard2_native_k1,1,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_suffix_manifest_20260612.csv,no,1,qwen235b_n2_isl4096_osl32768_pard2_native_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,qwen235b_n2_isl4096_osl32768_pard2_native_k1,1,4096,32768,manifest-only,status,docs/lyris_qwen235b_suffix_status_20260612.csv,no,1,qwen235b_n2_isl4096_osl32768_pard2_native_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,full | full_osl32k_qwen235b_pard2_k1,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,full_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,verified | verified_osl32k_qwen235b_pard2_k1,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,verified_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,full | full_osl32k_qwen235b_pard2_k1,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,verified | verified_osl32k_qwen235b_pard2_k1,2,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,full | full_osl32k_qwen235b_pard2_k1,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,full_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,verified | verified_osl32k_qwen235b_pard2_k1,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,verified_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,full | full_osl32k_qwen235b_pard2_k1,4,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,verified | verified_osl32k_qwen235b_pard2_k1,4,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,full | full_osl32k_qwen235b_pard2_k1,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,full_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,verified | verified_osl32k_qwen235b_pard2_k1,8,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,verified_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,full | full_osl32k_qwen235b_pard2_k1,8,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,verified | verified_osl32k_qwen235b_pard2_k1,8,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,full | full_osl32k_qwen235b_pard2_k1,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,full_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,verified | verified_osl32k_qwen235b_pard2_k1,16,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,verified_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,full | full_osl32k_qwen235b_pard2_k1,16,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,verified | verified_osl32k_qwen235b_pard2_k1,16,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,full | full_osl32k_qwen235b_pard2_k1,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,full_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,verified | verified_osl32k_qwen235b_pard2_k1,32,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_batch_sweep_manifest_20260612.csv,no,1,verified_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,full | full_osl32k_qwen235b_pard2_k1,32,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,full_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,1,pard2_k1,verified | verified_osl32k_qwen235b_pard2_k1,32,4096,32768,manifest-only,manifest,docs/lyris_swebench_longosl_manifest_20260612.csv,no,1,verified_osl32k_qwen235b_pard2_k1
SWE,Qwen/Qwen3-235B-A22B,,pard2,11,pard2_k11,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k11_20260613,2,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,yes_source_batch_only,1,full_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2,11,pard2_k11,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs2_pard2_offset0_n2_isl4096_osl32768_bs2_k11_20260613,2,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,yes_source_batch_only,1,verified_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2_k11,11,pard2_k11,full | full_osl32k_qwen235b_pard2_k11,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,full_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2_k11,11,pard2_k11,verified | verified_osl32k_qwen235b_pard2_k11,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,verified_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2_k11,11,pard2_k11,full | full_osl32k_qwen235b_pard2_k11,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,yes_source_batch_only,1,full_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2_k11,11,pard2_k11,verified | verified_osl32k_qwen235b_pard2_k11,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,yes_source_batch_only,1,verified_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2_k11,11,pard2_k11,full | full_osl32k_qwen235b_pard2_k11,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,full_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2_k11,11,pard2_k11,verified | verified_osl32k_qwen235b_pard2_k11,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,verified_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2,11,pard2_k11,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k11_20260613,4,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,no,1,full_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2,11,pard2_k11,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs4_pard2_offset0_n4_isl4096_osl32768_bs4_k11_20260613,4,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,no,1,verified_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2_k11,11,pard2_k11,full | full_osl32k_qwen235b_pard2_k11,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,full_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2_k11,11,pard2_k11,verified | verified_osl32k_qwen235b_pard2_k11,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_fast_20260613_manifest.csv,no,1,verified_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2_k11,11,pard2_k11,full | full_osl32k_qwen235b_pard2_k11,4,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,no,1,full_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2_k11,11,pard2_k11,verified | verified_osl32k_qwen235b_pard2_k11,4,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_fast_20260613_status.csv,no,1,verified_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2_k11,11,pard2_k11,full | full_osl32k_qwen235b_pard2_k11,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,full_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2_k11,11,pard2_k11,verified | verified_osl32k_qwen235b_pard2_k11,4,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_swebench_osl32k_specdec_submit_manifest_20260613.csv,no,1,verified_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2,11,pard2_k11,swebench_full_test_prompts_all.jsonl | qwen235b_a22b_swe_full_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k11_20260613,8,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,no,1,full_osl32k_qwen235b_pard2_k11
SWE,Qwen/Qwen3-235B-A22B,,pard2,11,pard2_k11,swebench_verified_prompts_all.jsonl | qwen235b_a22b_swe_verified_osl32k_bsweep_lyris_tp4_fp8kv_bs8_pard2_offset0_n8_isl4096_osl32768_bs8_k11_20260613,8,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_fast_20260613_metrics.csv,no,1,verified_osl32k_qwen235b_pard2_k11
